the,0.0623222859274
movies,0.0524868316786
of,0.0282944110381
in,0.0271290728569
movie,0.0262900293665
what,0.0254043723489
me,0.0251246911854
show,0.0230270824593
for,0.0220015848599
is,0.0156155316273
find,0.0145434205006
who,0.0141238987554
i,0.0137509905375
to,0.0126322658836
a,0.01100079243
was,0.0105346571575
by,0.0103015895213
list,0.00983545424882
about,0.00969561366709
produced,0.007970913159
directed,0.00787768610451
did,0.00755139141379
are,0.00731832377756
how,0.00708525614133
all,0.00638605323265
with,0.0058266909057
want,0.00559362326947
can,0.00559362326947
director,0.00536055563324
you,0.00526732857875
search,0.00517410152426
information,0.00508087446977
films,0.00484780683354
made,0.0048011933063
from,0.00470796625181
on,0.00466135272456
rated,0.00461473919732
rating,0.00456812567007
will,0.00456812567007
when,0.00452151214282
see,0.00452151214282
released,0.00447489861558
that,0.00442828508833
's,0.00424183097935
finding,0.00391553628863
nemo,0.00386892276139
spielberg,0.00386892276139
much,0.0036824686524
has,0.00363585512516
budget,0.00363585512516
like,0.00363585512516
some,0.00363585512516
look,0.00349601454342
language,0.00330956043444
please,0.00321633337995
and,0.0031697198527
avatar,0.00312310632546
star,0.00312310632546
revenue,0.00307649279821
pg,0.00302987927096
would,0.00289003868923
have,0.00284342516198
producer,0.00275019810749
get,0.00270358458025
up,0.00270358458025
life,0.002656971053
wars,0.00261035752575
date,0.00256374399851
know,0.00256374399851
ferrell,0.00251713047126
name,0.00251713047126
tom,0.00247051694402
info,0.00247051694402
this,0.00247051694402
r,0.00242390341677
steven,0.00242390341677
actor,0.00233067636228
twenty,0.00233067636228
tell,0.00228406283503
release,0.00228406283503
make,0.00228406283503
cast,0.00228406283503
dancing,0.00228406283503
beautiful,0.00223744930779
give,0.00219083578054
dirty,0.00219083578054
which,0.00219083578054
country,0.0021442222533
house,0.0021442222533
out,0.00209760872605
watch,0.00205099519881
french,0.00205099519881
spanish,0.00205099519881
where,0.00205099519881
at,0.00205099519881
genre,0.00205099519881
g,0.00205099519881
need,0.00205099519881
street,0.00200438167156
july,0.00200438167156
film,0.00195776814432
end,0.00191115461707
many,0.00191115461707
hitch,0.00186454108982
played,0.00186454108982
black,0.00177131403533
campaign,0.00172470050809
any,0.00172470050809
thirteen,0.00172470050809
does,0.00167808698084
were,0.0016314734536
company,0.00158485992635
be,0.00153824639911
names,0.00153824639911
actors,0.00149163287186
do,0.00144501934461
more,0.00144501934461
reviews,0.00144501934461
crew,0.00139840581737
starred,0.00139840581737
pitt,0.00135179229012
brad,0.00135179229012
hitchcock,0.00135179229012
swan,0.00130517876288
direct,0.00125856523563
hanks,0.00125856523563
twelve,0.00125856523563
lionsgate,0.00125856523563
new,0.00121195170839
cruise,0.00121195170839
display,0.00121195170839
details,0.00121195170839
four,0.00116533818114
been,0.00116533818114
robert,0.00116533818114
it,0.00111872465389
gross,0.00111872465389
there,0.00111872465389
only,0.00107211112665
money,0.00107211112665
directors,0.00107211112665
wind,0.0010254975994
