NN,0.270172003916
IN,0.116627045169
NNS,0.108236610264
DT,0.0872139094765
VV,0.0686151121055
JJ,0.05313942106
WP,0.039481657577
PP,0.0336083531441
VVN,0.0268493916935
VVD,0.0237728988953
VBZ,0.0160350533725
WRB,0.0138442175919
TO,0.0126322658836
VVP,0.0124924253018
VBD,0.0121661306111
RB,0.0120729035566
MD,0.0118398359204
CD,0.0116999953386
NP,0.0109541789027
VVG,0.00843704843145
VBP,0.00825059432247
WDT,0.00578007737846
VVZ,0.00456812567007
RP,0.00386892276139
POS,0.00382230923414
VHZ,0.00363585512516
CC,0.00363585512516
VHP,0.00279681163474
UH,0.00219083578054
JJR,0.0016314734536
VB,0.00153824639911
PP$,0.00144501934461
JJS,0.00135179229012
VBN,0.00116533818114
PDT,0.000978884072158
IN/that,0.000792429963175
FW,0.000559362326947
:,0.000559362326947
SYM,0.000466135272456
RBS,0.000372908217965
SENT,0.000139840581737
VHG,9.32270544912e-05
VHD,9.32270544912e-05
RBR,9.32270544912e-05
EX,9.32270544912e-05
'',4.66135272456e-05
LS,4.66135272456e-05
VH,4.66135272456e-05
WP$,4.66135272456e-05
